region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Tuscarawas County,Ohio,40.6590922,40.2175154,-81.2691976,-81.7090754,40.476996473274575,-81.469411745424125,942.65,9820,44.829087742216416,79.488424801683664,65710,155251,109639,127091,432936,34,890627,8.5,222656.75,16275755.640521249,45618588.503350839,28925625.559744272,34544691.823113993,124352635.49143673,9124.5416503906254,249717297.01816705,"[[0,2604],[5,2935],[10,1507],[15,984],[20,581],[25,280],[30,147],[35,130],[40,77],[45,70],[50,36],[55,36],[60,32],[65,31],[70,25],[75,17],[80,24],[85,19],[90,18],[95,11],[100,14],[105,9],[110,7],[115,17],[120,12],[125,5],[130,6],[135,12],[140,5],[145,12],[150,4],[155,7],[160,1],[165,2],[170,6],[175,3],[180,6],[185,6],[190,1],[195,1],[200,2],[205,3],[210,5],[215,3],[220,2],[235,2],[240,2],[245,1],[255,2],[260,3],[265,2],[270,2],[275,1],[280,1],[285,4],[295,1],[300,1],[310,2],[315,3],[325,1],[330,1],[340,1],[345,3],[355,1],[365,2],[370,1],[375,1],[385,1],[390,1],[395,2],[405,2],[410,1],[415,1],[425,1],[430,1],[440,1],[465,1],[485,1],[495,1],[540,1],[550,1],[570,1],[580,1],[585,2],[600,1],[620,1],[650,1],[670,1],[695,1],[710,1],[715,1],[770,1],[790,1],[810,1],[830,1],[840,1],[865,1],[925,1],[940,1],[955,1],[980,2],[985,1],[1020,1],[1085,1],[1090,1],[1095,1],[1105,1],[1120,1],[1160,2],[1205,1],[1265,1],[1395,1],[1425,1],[1460,1],[1465,1],[1485,1],[1550,1],[1580,1],[1725,1],[1825,1],[1850,1],[1925,1],[2095,1],[2185,1],[2215,1],[2465,2],[2540,1],[2945,1]]",206729.45311529419,1
Tuscola County,Michigan,43.717544,43.2216164,-83.1040084,-83.6992381,43.436745294225204,-83.436921166914743,935,70,0.44671940437412749,72.916666666666671,316,831,709,871,773,35,3500,8.75,875,76951.932507324222,229736.59000854491,184894.66548461912,224421.22914428709,212457.35027465821,9070.9381103515625,928461.76741943357,"[[0,14],[5,26],[10,11],[15,8],[20,6],[25,3],[30,1],[125,1]]",731.28547820187418,0
Twiggs County,Georgia,32.8841598,32.5061213,-83.2300856,-83.6051885,32.693383021582726,-83.411582398561137,1014.9,2,0.052640814177925953,66.666666666666671,11,39,0,0,33,33,83,8.25,20.75,2799.2054321289061,11200.375500488281,0,0,9742.07225341797,9742.0722534179677,23741.653186035157,"[[5,1],[10,1]]",14.116456472480497,0
Twin Falls County,Idaho,42.9101314,42.0609045,-114.0100754,-115.0342384,42.559457466354075,-114.50492094928651,1195.95,18409,66.3572212639172,87.007278570753385,31243,296674,213764,283312,676803,44,1501796,11,375449,9534496.0595825184,112887071.35741572,69385547.660906971,95581251.482604921,234935098.95976552,15462.382788085937,522323465.520276,"[[0,3045],[5,5146],[10,4149],[15,2519],[20,1265],[25,605],[30,324],[35,185],[40,138],[45,114],[50,107],[55,83],[60,55],[65,54],[70,43],[75,35],[80,32],[85,29],[90,29],[95,36],[100,26],[105,20],[110,12],[115,25],[120,28],[125,15],[130,18],[135,14],[140,10],[145,7],[150,12],[155,11],[160,11],[165,7],[170,9],[175,8],[180,6],[185,5],[190,4],[195,8],[200,5],[205,4],[210,4],[215,3],[220,2],[225,2],[230,7],[235,6],[240,3],[245,3],[250,2],[255,1],[260,4],[265,3],[275,3],[280,2],[285,1],[295,3],[300,1],[305,1],[310,3],[315,2],[320,1],[325,1],[330,4],[335,1],[340,2],[345,3],[350,2],[355,1],[360,1],[375,3],[380,2],[385,1],[390,1],[395,1],[400,3],[415,1],[420,2],[425,2],[435,2],[440,3],[445,2],[450,2],[455,2],[475,1],[485,2],[490,1],[500,1],[505,3],[510,1],[515,2],[525,1],[530,2],[545,1],[565,1],[575,1],[585,1],[615,2],[640,1],[650,1],[665,1],[700,1],[705,1],[730,2],[740,1],[755,1],[765,1],[815,1],[945,1],[1025,2],[1065,1],[1075,1],[1115,1],[1295,1],[1415,1],[1440,1],[1470,1],[1545,1],[1770,1],[1780,1],[1950,1],[1980,1],[2100,1],[2195,1],[2365,1],[2535,1],[3300,1],[6270,1]]",138890.16742442586,4
Ulster County,New York,42.1685906,41.5816572,-73.9254422,-74.7691602,41.840610102245662,-74.110789346654173,974.94999999999993,26602,47.056753936864581,68.5848351251708,56319,385301,323621,250944,798014,30,1814199,7.5,453549.75,14137666.314389031,113208690.16583253,88615607.3435058,66778466.844433583,229205145.50733644,8393.0228515625,511945576.17549795,"[[0,7383],[5,9271],[10,4592],[15,2167],[20,950],[25,446],[30,312],[35,207],[40,137],[45,104],[50,97],[55,91],[60,67],[65,52],[70,52],[75,41],[80,43],[85,38],[90,29],[95,28],[100,18],[105,25],[110,20],[115,12],[120,17],[125,14],[130,12],[135,26],[140,16],[145,13],[150,18],[155,14],[160,9],[165,2],[170,7],[175,3],[180,10],[185,7],[190,7],[195,10],[200,7],[205,5],[210,3],[215,6],[220,4],[225,7],[230,3],[235,3],[240,3],[245,6],[250,3],[255,4],[260,1],[265,3],[270,5],[275,2],[280,4],[285,5],[290,4],[295,4],[300,2],[305,1],[310,4],[315,1],[320,3],[325,4],[330,3],[335,3],[340,1],[345,3],[350,2],[355,1],[365,3],[370,1],[375,2],[380,1],[385,3],[390,3],[395,1],[400,6],[405,2],[410,1],[415,3],[420,1],[425,2],[430,3],[435,2],[440,4],[445,2],[460,2],[465,3],[470,1],[475,1],[485,1],[505,1],[510,2],[545,1],[550,1],[555,4],[570,1],[590,2],[595,1],[600,1],[625,2],[635,2],[640,1],[695,1],[700,1],[720,1],[725,1],[740,2],[755,1],[760,1],[770,1],[780,1],[805,1],[850,1],[865,1],[885,1],[900,1],[930,1],[950,1],[970,1],[985,1],[995,1],[1035,1],[1060,1],[1070,1],[1090,1],[1095,1],[1105,1],[1125,1],[1130,1],[1155,1],[1180,1],[1190,1],[1200,1],[1210,1],[1285,1],[1310,1],[1325,1],[1345,1],[1370,1],[1375,1],[1380,1],[1390,1],[1405,1],[1410,1],[1440,1],[1515,1],[1520,1],[1530,1],[1585,1],[1745,1],[1825,1],[1945,1],[1965,1],[2010,1],[2020,1],[2155,1],[2275,1],[2995,1],[3810,1]]",187074.4946582283,167
Umatilla County,Oregon,46.0007725,44.9996841,-117.9907556,-119.4344755,45.796173335425188,-118.95379997448106,1082.05,14265,50.776270632456281,76.52075957515288,36036,237230,135839,160405,513137,39,1082647,9.75,270661.75,9942840.2611267064,79803988.787371784,40736907.148675531,47807086.416406281,160628240.31791994,12251.13134765625,338919062.93150038,"[[0,3079],[5,4044],[10,2963],[15,1810],[20,856],[25,378],[30,210],[35,154],[40,98],[45,74],[50,51],[55,43],[60,37],[65,38],[70,41],[75,23],[80,23],[85,19],[90,12],[95,14],[100,16],[105,8],[110,15],[115,11],[120,12],[125,10],[130,10],[135,8],[140,9],[145,5],[150,10],[155,11],[160,10],[165,4],[170,9],[175,5],[180,6],[185,5],[190,7],[195,5],[200,1],[205,5],[210,2],[215,3],[220,1],[225,3],[230,3],[235,4],[240,1],[245,2],[250,2],[255,3],[260,3],[265,3],[270,2],[275,2],[280,1],[285,3],[290,2],[295,1],[300,4],[310,1],[315,1],[320,4],[330,1],[340,1],[345,4],[350,1],[355,1],[360,1],[365,1],[385,2],[395,3],[400,1],[405,1],[415,2],[420,2],[430,1],[435,2],[440,2],[450,1],[460,1],[465,1],[475,1],[480,1],[525,1],[530,2],[540,2],[555,1],[560,1],[595,1],[600,1],[615,1],[675,1],[680,1],[720,1],[725,1],[740,1],[780,2],[870,1],[885,1],[940,1],[945,1],[1010,1],[1025,1],[1290,1],[1325,1],[1330,1],[1360,1],[1515,1],[1665,1],[1730,1],[2115,1],[2500,1],[3305,1],[7155,1]]",90121.406563646509,58
Unicoi County,Tennessee,36.2585048,35.9869939,-82.2406415,-82.6087705,36.147419399109133,-82.405335436859744,995.35,10,0.24127691165553081,76.92307692307692,0,128,465,423,691,124,1707,31,426.75,0,39314.238598632815,138673.08792724609,115871.86448974609,199506.02675781251,35523.073828125,493365.21777343756,"[[0,1],[10,1],[20,1],[25,1],[30,2],[45,2],[50,1],[140,1]]",376.74214085870352,0
Union County,North Carolina,35.2071101,34.8191019,-80.279759,-80.8394656,35.022056225021565,-80.623873215032958,1096.5,53487,68.777802995914655,88.252182091177588,131505,1078039,652046,739867,1297307,44,3898764,11,974691,37378607.530267335,364008374.75130028,198829234.54876107,229831544.4801513,427058064.98815888,14143.09594116211,1257105826.29864,"[[0,5746],[5,17022],[10,15090],[15,7990],[20,3239],[25,1374],[30,619],[35,353],[40,236],[45,164],[50,135],[55,109],[60,81],[65,87],[70,68],[75,66],[80,61],[85,72],[90,57],[95,57],[100,40],[105,45],[110,41],[115,37],[120,35],[125,29],[130,30],[135,29],[140,26],[145,33],[150,25],[155,14],[160,27],[165,11],[170,13],[175,10],[180,17],[185,10],[190,19],[195,13],[200,12],[205,15],[210,13],[215,11],[220,4],[225,6],[230,9],[235,9],[240,9],[245,4],[250,6],[255,7],[260,6],[265,6],[270,5],[275,3],[280,6],[285,2],[290,3],[300,2],[305,1],[310,6],[315,3],[320,2],[325,1],[330,2],[335,3],[340,1],[345,4],[350,2],[355,2],[360,1],[365,3],[370,5],[375,1],[380,4],[385,2],[390,1],[395,2],[400,5],[405,3],[410,1],[415,3],[425,2],[430,1],[435,1],[440,1],[445,1],[450,1],[455,1],[460,2],[465,2],[475,2],[480,1],[485,1],[495,1],[500,1],[505,1],[510,2],[520,2],[525,3],[530,2],[535,1],[540,4],[550,3],[555,2],[560,1],[570,2],[575,4],[590,1],[595,3],[600,1],[605,1],[620,1],[630,1],[635,2],[640,1],[645,2],[650,1],[655,2],[660,2],[670,1],[675,1],[700,1],[705,1],[725,2],[730,1],[750,1],[755,2],[765,1],[775,1],[780,2],[785,1],[795,1],[805,1],[810,1],[815,1],[860,1],[870,1],[885,2],[890,1],[895,1],[900,1],[920,1],[925,1],[935,1],[945,1],[970,3],[975,1],[990,1],[1010,1],[1035,2],[1045,1],[1050,1],[1070,1],[1080,1],[1125,1],[1135,1],[1150,1],[1170,1],[1175,1],[1180,1],[1185,2],[1190,1],[1200,1],[1220,1],[1230,1],[1265,1],[1280,1],[1285,1],[1300,1],[1305,1],[1310,1],[1315,1],[1320,1],[1385,1],[1430,1],[1450,1],[1465,1],[1470,1],[1485,1],[1520,1],[1575,1],[1580,1],[1645,1],[1660,1],[1680,1],[1695,1],[1765,1],[1775,1],[1785,1],[1845,1],[1900,1],[1910,1],[1935,1],[1990,1],[2025,1],[2075,1],[2125,1],[2150,1],[2235,1],[2285,1],[2295,1],[2360,1],[2365,1],[2400,1],[2455,1],[2765,1],[2870,1],[3240,1],[3370,1]]",737979.57051573566,182
Union County,Ohio,40.5034208,40.107205,-83.1701131,-83.5499688,40.237742864157227,-83.331880922133877,960.5,1107,6.2664447188959889,94.8586118251928,2336,26160,17093,19841,20417,56,85847,14,21461.75,588135.93166503927,7881458.9997314438,4467927.0774475094,5473357.1996398941,5948193.9927978506,15761.044274902344,24359073.201281723,"[[0,51],[5,236],[10,314],[15,233],[20,124],[25,63],[30,23],[35,17],[40,5],[45,5],[50,7],[55,1],[60,2],[65,2],[70,2],[75,1],[85,3],[90,1],[95,1],[100,2],[125,3],[135,1],[195,1],[200,1],[215,1],[225,1],[245,1],[250,1],[285,1],[340,1],[415,1],[870,1]]",20165.755201691292,0
Union County,Pennsylvania,41.1412895,40.8442455,-76.8090898,-77.3577681,40.952973746437081,-76.968679961165236,946.05,3462,29.62962962962963,84.356725146198826,18686,67956,50890,57017,120118,42,314667,10.5,78666.75,4575627.9182922356,20048845.064013679,13462728.373022456,15413536.791119386,34155343.427899174,11668.180969238281,87656081.574346885,"[[0,620],[5,989],[10,709],[15,461],[20,248],[25,92],[30,54],[35,45],[40,33],[45,14],[50,22],[55,17],[60,15],[65,6],[70,11],[75,8],[80,5],[85,11],[90,9],[95,5],[100,7],[105,5],[110,4],[115,2],[125,2],[135,2],[140,4],[145,3],[150,2],[155,3],[160,2],[165,1],[175,2],[180,2],[185,2],[190,1],[195,3],[200,5],[205,1],[210,3],[215,1],[235,1],[240,1],[250,1],[265,1],[295,2],[300,1],[305,1],[315,1],[340,1],[355,1],[405,1],[515,1],[525,1],[585,1],[615,1],[675,1],[755,1],[835,1],[845,1],[895,1],[945,1],[975,1],[1015,1],[1025,1],[1040,1],[1180,1],[1320,1],[1325,1],[1615,1],[2725,1]]",55701.988955902059,5
Union County,New Jersey,40.7377586,40.5924991,-74.1403741,-74.4629352,40.660353231436027,-74.3043329559143,990.25,101154,98.920502682857943,72.195616332764743,180737,1286665,937382,652013,3745149,25,6801946,6.25,1700486.5,46121921.860174574,383737999.92069387,263839600.7787506,178078370.32309878,1098527349.5696349,7196.305859375,1970305242.4523537,"[[0,34550],[5,39791],[10,13555],[15,4625],[20,1722],[25,946],[30,679],[35,478],[40,447],[45,362],[50,317],[55,282],[60,212],[65,209],[70,174],[75,164],[80,133],[85,118],[90,123],[95,116],[100,105],[105,83],[110,89],[115,71],[120,67],[125,79],[130,52],[135,63],[140,54],[145,37],[150,36],[155,45],[160,43],[165,34],[170,25],[175,33],[180,33],[185,27],[190,21],[195,30],[200,23],[205,16],[210,30],[215,17],[220,28],[225,26],[230,21],[235,19],[240,13],[245,13],[250,22],[255,15],[260,25],[265,14],[270,13],[275,19],[280,12],[285,16],[290,12],[295,12],[300,16],[305,15],[310,20],[315,9],[320,14],[325,12],[330,10],[335,7],[340,9],[345,15],[350,8],[355,8],[360,5],[365,6],[370,13],[375,11],[380,11],[385,12],[390,15],[395,4],[400,5],[405,4],[410,11],[415,3],[420,7],[425,7],[430,3],[435,8],[440,11],[445,7],[450,8],[455,6],[460,3],[465,7],[470,3],[475,3],[480,9],[485,3],[490,7],[495,8],[500,8],[505,9],[510,5],[515,7],[520,8],[525,1],[530,2],[535,9],[540,6],[545,4],[550,5],[555,4],[560,6],[565,2],[570,9],[575,2],[585,3],[590,7],[595,4],[600,2],[605,6],[610,2],[615,4],[620,3],[625,4],[630,2],[635,4],[640,5],[645,2],[650,1],[655,4],[660,1],[665,4],[675,2],[680,3],[685,3],[690,2],[695,4],[700,3],[705,1],[710,1],[715,1],[720,4],[725,2],[730,4],[735,3],[740,2],[745,4],[750,2],[755,5],[760,2],[780,4],[790,3],[795,4],[800,1],[810,2],[815,5],[820,2],[830,1],[835,1],[850,2],[860,2],[865,2],[870,1],[875,2],[885,1],[890,2],[895,2],[900,2],[905,2],[910,1],[915,1],[920,4],[925,3],[930,3],[940,1],[945,1],[955,3],[960,2],[965,1],[970,2],[975,2],[980,1],[990,3],[995,1],[1000,1],[1005,1],[1010,1],[1020,2],[1025,2],[1030,1],[1035,2],[1040,2],[1055,1],[1065,1],[1070,3],[1075,2],[1080,2],[1090,2],[1095,1],[1100,2],[1105,1],[1110,1],[1115,2],[1120,1],[1125,1],[1130,1],[1135,1],[1145,2],[1155,1],[1160,1],[1165,1],[1175,1],[1190,1],[1195,1],[1205,1],[1220,1],[1225,4],[1240,1],[1245,1],[1250,1],[1260,2],[1265,2],[1275,2],[1280,2],[1290,1],[1305,1],[1320,1],[1325,3],[1350,2],[1355,1],[1360,1],[1370,1],[1385,1],[1390,1],[1400,2],[1430,1],[1445,2],[1490,2],[1500,1],[1505,1],[1510,2],[1530,2],[1540,1],[1550,1],[1560,1],[1570,1],[1590,1],[1595,1],[1600,2],[1615,1],[1625,2],[1630,2],[1650,1],[1655,1],[1660,1],[1665,1],[1710,1],[1715,2],[1730,1],[1750,1],[1775,1],[1790,2],[1825,1],[1830,1],[1840,1],[1845,1],[1860,1],[1870,2],[1875,1],[1885,1],[1900,1],[1925,1],[1955,1],[1975,1],[1980,1],[1990,1],[2045,1],[2145,1],[2280,1],[2290,1],[2310,1],[2320,1],[2480,1],[2505,1],[2620,1],[2665,1],[2695,1],[2740,1],[2745,1],[2790,1],[2900,1],[2915,1],[3095,1],[3150,1],[3190,1],[3235,1],[3520,1],[3820,1],[3880,1],[3900,1],[4165,1],[4495,1],[4650,1]]",1252051.4137031185,1451
Union County,South Dakota,43.0835214,42.4824606,-96.4568993,-96.8061507,42.754781962351551,-96.621889611609262,1045.5,1486,18.151227236737924,81.025081788440573,5341,37160,17635,27173,91332,44,178641,11,44660.25,1418549.8449523926,12177925.1630249,5029116.3813293446,8074267.5380249042,27658730.132366955,13737.276867675781,54358589.059698507,"[[0,193],[5,440],[10,370],[15,168],[20,83],[25,45],[30,34],[35,15],[40,15],[45,13],[50,12],[55,6],[60,3],[65,7],[70,5],[75,4],[80,3],[85,8],[90,2],[95,2],[100,2],[105,4],[110,3],[115,5],[120,1],[125,1],[130,2],[135,2],[140,2],[145,4],[150,1],[155,1],[165,1],[170,1],[175,2],[185,1],[210,2],[215,2],[220,1],[225,2],[230,1],[275,1],[290,1],[300,1],[320,1],[430,1],[545,1],[580,1],[660,2],[725,1],[755,1],[1040,1],[1545,1],[1825,1],[1990,1],[2325,1],[3295,1]]",27542.803239324763,0
Upshur County,Texas,32.9028125,32.5435344,-94.6935075,-95.1529912,32.703882594020392,-94.874691289661314,1090.55,3297,26.776028575208361,81.447628458498031,25526,54899,40681,48349,144085,53,313540,13.25,78385,7340367.4386718776,18703474.353729248,12479782.001239024,15187368.441345217,47847415.291247539,16690.62158203125,101558407.52623299,"[[0,513],[5,712],[10,627],[15,492],[20,328],[25,183],[30,126],[35,52],[40,42],[45,23],[50,23],[55,12],[60,20],[65,10],[70,15],[75,7],[80,5],[85,7],[90,10],[95,4],[100,3],[105,1],[110,2],[115,3],[120,3],[125,2],[130,4],[135,5],[140,1],[145,2],[150,3],[155,1],[160,4],[165,1],[170,2],[180,1],[185,3],[190,1],[195,1],[200,1],[205,3],[210,2],[215,1],[220,2],[225,1],[245,2],[260,1],[270,1],[275,2],[280,1],[290,2],[300,1],[310,1],[320,1],[340,1],[345,1],[350,1],[355,1],[365,1],[370,1],[375,1],[415,1],[425,1],[480,1],[525,1],[585,1],[625,1],[635,1],[640,1],[790,1],[995,1],[1125,1],[1350,1],[1595,1],[1880,1]]",68701.661247200667,0
Utah County,Utah,40.5773749,39.859032,-111.3290534,-112.1272679,40.269266056276557,-111.74439009835892,1199.35,88321,61.226379061441953,93.385283948528709,157389,1773381,909034,1437538,2509539,45,6786881,11.25,1696720.25,47730287.625323437,665988052.30501115,298797026.88536984,477486857.84855366,871976679.78887939,15770.620056152344,2361978904.4531374,"[[0,10461],[5,25814],[10,24175],[15,13281],[20,5918],[25,2539],[30,1216],[35,745],[40,480],[45,365],[50,311],[55,230],[60,208],[65,167],[70,144],[75,119],[80,111],[85,90],[90,87],[95,88],[100,80],[105,79],[110,83],[115,81],[120,61],[125,55],[130,37],[135,56],[140,68],[145,52],[150,46],[155,42],[160,32],[165,46],[170,35],[175,32],[180,24],[185,34],[190,30],[195,34],[200,22],[205,18],[210,15],[215,20],[220,23],[225,24],[230,15],[235,16],[240,20],[245,15],[250,12],[255,17],[260,10],[265,12],[270,8],[275,16],[280,13],[285,10],[290,9],[295,13],[300,5],[305,8],[310,8],[315,13],[320,5],[325,5],[330,11],[335,8],[340,5],[345,2],[350,2],[355,11],[360,6],[365,9],[370,9],[375,8],[380,7],[385,3],[390,2],[395,7],[400,3],[405,6],[410,3],[415,2],[420,2],[425,4],[430,5],[435,5],[440,2],[445,3],[450,4],[455,3],[460,6],[465,11],[470,7],[475,1],[480,2],[485,4],[490,1],[495,10],[500,1],[505,4],[510,9],[515,4],[520,2],[525,3],[530,3],[535,3],[540,5],[545,3],[550,1],[555,1],[560,1],[565,1],[570,1],[580,4],[585,3],[590,2],[595,2],[600,2],[605,3],[610,6],[615,1],[620,3],[625,4],[630,1],[635,1],[640,3],[645,3],[650,1],[655,1],[660,1],[665,2],[670,2],[675,2],[680,2],[685,1],[695,1],[700,5],[710,1],[720,2],[725,2],[730,4],[735,2],[740,4],[745,2],[750,2],[755,1],[765,1],[770,3],[780,4],[795,1],[800,1],[810,3],[815,2],[820,3],[825,2],[830,2],[845,1],[850,3],[860,1],[865,1],[870,1],[875,1],[890,3],[895,2],[900,1],[905,1],[930,2],[935,2],[955,1],[960,1],[975,1],[985,1],[1010,2],[1015,1],[1025,2],[1030,1],[1035,2],[1045,1],[1050,1],[1060,1],[1080,2],[1090,2],[1105,1],[1110,2],[1130,1],[1135,1],[1170,1],[1175,1],[1180,1],[1195,1],[1200,1],[1215,1],[1245,1],[1255,1],[1265,1],[1290,1],[1325,2],[1330,1],[1370,3],[1380,1],[1405,1],[1415,1],[1425,1],[1445,1],[1455,1],[1465,1],[1470,1],[1475,2],[1485,1],[1495,1],[1550,1],[1570,1],[1645,1],[1685,2],[1730,1],[1755,1],[1800,1],[1880,1],[1890,1],[1900,1],[1970,1],[1995,1],[2005,1],[2025,1],[2230,1],[2260,1],[2290,1],[2335,1],[2425,1],[2570,1],[2765,1],[2905,1],[3085,2],[3105,1],[3475,1],[4460,1]]",628069.89757905737,397
Valencia County,New Mexico,34.9060546,34.5071191,-106.4320754,-107.174647,34.751087161842662,-106.7249172132248,1418.6499999999999,14888,51.076332673742279,87.39140643343508,34043,176962,136602,134323,486996,43,968926,10.75,242231.5,12415975.776934816,80195041.501794443,55919012.383483894,52582700.142669693,200875111.6640625,18276.077545166016,401987841.46894544,"[[0,2290],[5,4368],[10,3645],[15,2141],[20,1045],[25,466],[30,237],[35,144],[40,93],[45,51],[50,52],[55,30],[60,28],[65,36],[70,28],[75,13],[80,11],[85,19],[90,14],[95,19],[100,7],[105,9],[110,9],[115,4],[120,5],[125,5],[130,9],[135,7],[140,7],[145,4],[150,3],[155,4],[160,10],[165,3],[175,3],[185,4],[190,2],[195,1],[200,3],[205,1],[210,1],[215,2],[220,3],[225,2],[230,4],[235,2],[240,1],[250,1],[260,1],[265,2],[275,2],[315,2],[320,1],[325,1],[345,1],[355,2],[360,1],[370,1],[375,1],[380,1],[390,1],[395,1],[405,1],[420,1],[455,1],[460,1],[465,1],[480,1],[495,1],[520,1],[525,1],[530,1],[550,1],[610,1],[690,1],[870,1],[975,1],[980,1],[1055,1],[1070,1],[1230,1],[1270,1],[2120,1],[2470,1],[2695,1],[3685,1]]",173109.21996645644,32
Vanderburgh County,Indiana,38.1666902,37.8322604,-87.4497727,-87.6992672,37.998661449391456,-87.551716200977424,1022.55,53733,88.038730249257924,79.111026044964,261709,954586,708980,750739,2044589,38,4720603,9.5,1180150.75,69683729.496728539,301729574.46752316,203772753.71347049,212241814.83542466,630146455.07057488,11032.448413085936,1417574327.5837221,"[[0,10613],[5,16721],[10,10659],[15,6252],[20,3070],[25,1438],[30,752],[35,547],[40,413],[45,319],[50,255],[55,200],[60,189],[65,169],[70,142],[75,124],[80,99],[85,100],[90,90],[95,89],[100,76],[105,67],[110,60],[115,55],[120,70],[125,45],[130,48],[135,43],[140,39],[145,38],[150,44],[155,36],[160,25],[165,32],[170,23],[175,26],[180,21],[185,23],[190,24],[195,16],[200,23],[205,16],[210,16],[215,16],[220,17],[225,19],[230,9],[235,11],[240,11],[245,6],[250,10],[255,13],[260,7],[265,11],[270,8],[275,14],[280,9],[285,9],[290,6],[295,7],[300,10],[305,11],[310,10],[315,9],[320,9],[325,5],[330,7],[335,3],[340,3],[345,10],[350,4],[355,7],[360,5],[365,7],[370,5],[375,6],[380,6],[385,4],[390,13],[395,4],[400,6],[405,1],[410,1],[415,5],[420,5],[425,3],[430,2],[435,6],[440,7],[445,6],[450,5],[455,4],[460,8],[465,3],[470,2],[475,3],[480,2],[490,1],[495,6],[500,1],[505,2],[510,2],[515,6],[520,4],[525,1],[530,1],[535,1],[540,2],[545,2],[550,2],[555,4],[560,3],[565,1],[570,3],[580,1],[585,2],[590,2],[600,1],[605,2],[610,3],[620,1],[625,5],[630,3],[640,1],[645,2],[650,4],[655,2],[660,2],[675,2],[680,1],[685,3],[690,1],[695,1],[700,3],[705,2],[710,2],[720,1],[730,1],[735,1],[740,1],[745,1],[755,2],[780,1],[790,2],[795,1],[800,2],[805,2],[815,1],[820,1],[825,1],[830,3],[835,2],[840,1],[845,2],[850,1],[855,2],[860,1],[865,1],[870,1],[875,3],[880,2],[890,1],[910,2],[920,3],[925,2],[935,1],[940,3],[945,2],[950,1],[955,1],[970,2],[980,1],[990,1],[1015,2],[1025,1],[1035,1],[1040,1],[1050,1],[1055,1],[1060,2],[1065,2],[1080,2],[1085,1],[1090,1],[1095,1],[1155,1],[1165,1],[1170,1],[1185,1],[1190,1],[1195,1],[1200,2],[1205,2],[1230,1],[1235,1],[1250,1],[1260,1],[1265,2],[1290,1],[1310,1],[1315,1],[1325,2],[1330,1],[1335,2],[1340,1],[1405,2],[1415,1],[1425,1],[1440,1],[1450,1],[1480,1],[1495,1],[1515,1],[1530,1],[1540,2],[1590,1],[1595,1],[1600,1],[1620,1],[1630,1],[1640,1],[1665,1],[1720,1],[1735,1],[1745,1],[1775,1],[1800,1],[1810,1],[1865,1],[1880,1],[1885,1],[1895,2],[1915,1],[1930,1],[1935,1],[1940,1],[1965,1],[2050,1],[2170,1],[2200,1],[2310,1],[2365,1],[2430,1],[2615,1],[2625,1],[2635,1],[2660,1],[2690,1],[2950,1],[3305,1],[5370,1],[6725,1]]",1173506.6853812831,96
